,speaker,congress,first.name,last.name,state,party,speaker.name,speakerID,stateName,retiring,running,appointeeRunning,specialElection,female,speakerNameSpeech,speakerNameVote,bioname,nokken_poole_dim1,nokken_poole_dim2
40,mr graham,105,Bob,Graham,FL,D,Graham (FL),95,Florida,0,1,0,0,0,Graham (FL),"GRAHAM, Daniel Robert (Bob)","GRAHAM, Daniel Robert (Bob)",-0.196,0.037
41,mr gramm,105,Phil,Gramm,TX,R,Gramm (TX),97,Texas,0,0,0,0,0,Gramm (TX),"GRAMM, William Philip (Phil)","GRAMM, William Philip (Phil)",0.597,-0.305
42,mr grams,105,Rod,Grams,MN,R,Grams (MN),98,Minnesota,0,0,0,0,0,Grams (MN),"GRAMS, Rod","GRAMS, Rod",0.499,0.003
43,mr grassley,105,Charles E.,Grassley,IA,R,Grassley (IA),99,Iowa,0,1,0,0,0,Grassley (IA),"GRASSLEY, Charles Ernest","GRASSLEY, Charles Ernest",0.349,-0.143
44,mr gregg,105,Judd,Gregg,NH,R,Gregg (NH),100,New Hampshire,0,1,0,0,0,Gregg (NH),"GREGG, Judd Alan","GREGG, Judd Alan",0.412,-0.736
45,mr hagel,105,Chuck,Hagel,NE,R,Hagel (NE),102,Nebraska,0,0,0,0,0,Hagel (NE),"HAGEL, Charles Timothy (Chuck)","HAGEL, Charles Timothy (Chuck)",0.359,-0.295
46,mr harkin,105,Tom,Harkin,IA,D,Harkin (IA),103,Iowa,0,0,0,0,0,Harkin (IA),"HARKIN, Thomas Richard (Tom)","HARKIN, Thomas Richard (Tom)",-0.43,-0.584
47,mr hatch,105,Orrin G.,Hatch,UT,R,Hatch (UT),104,Utah,0,0,0,0,0,Hatch (UT),"HATCH, Orrin Grant","HATCH, Orrin Grant",0.285,0.004
48,mr helms,105,Jesse,Helms,NC,R,Helms (NC),110,North Carolina,0,0,0,0,0,Helms (NC),"HELMS, Jesse","HELMS, Jesse",0.69,0.595
49,mr holllings,105,Ernest F.,Hollings,SC,D,Hollings (SC),113,South Carolina,0,1,0,0,0,Hollings (SC),"HOLLINGS, Ernest Frederick","HOLLINGS, Ernest Frederick",-0.279,0.96
50,mr hutchinson,105,Tim,Hutchinson,AR,R,Hutchinson (AR),114,Arkansas,0,0,0,0,0,Hutchinson (AR),"HUTCHINSON, Timothy","HUTCHINSON, Timothy",0.509,0.071
51,mrs hutchison,105,Kathryn Ann Bailey,Hutchison,TX,R,Hutchison (TX),115,Texas,0,0,0,0,1,Hutchison (TX),"HUTCHISON, Kathryn Ann Bailey (Kay)","HUTCHISON, Kathryn Ann Bailey (Kay)",0.388,0.013
52,mr inhofe,105,James,Inhofe,OK,R,Inhofe (OK),116,Oklahoma,0,0,0,0,0,Inhofe (OK),"INHOFE, James Mountain","INHOFE, James Mountain",0.675,0.1
53,mr inouye,105,Daniel K.,Inouye,HI,D,Inouye (HI),117,Hawaii,0,1,0,0,0,Inouye (HI),"INOUYE, Daniel Ken","INOUYE, Daniel Ken",-0.321,0.362
54,mr johnson,105,Tim,Johnson,SD,D,Johnson (SD),122,South Dakota,0,0,0,0,0,Johnson (SD),"JOHNSON, Timothy Peter (Tim)","JOHNSON, Timothy Peter (Tim)",-0.312,0.105
55,mr kempthorne,105,Dirk,Kempthorne,ID,R,Kempthorne (ID),127,Idaho,1,0,0,0,0,Kempthorne (ID),"KEMPTHORNE, Dirk","KEMPTHORNE, Dirk",0.42,0.103
56,mr kennedy,105,Edward M.,Kennedy,MA,D,Kennedy (MA),128,Massachusetts,0,0,0,0,0,Kennedy (MA),"KENNEDY, Edward Moore (Ted)","KENNEDY, Edward Moore (Ted)",-0.487,-0.33
57,mr kerrey,105,Bob,Kerrey,NE,D,Kerrey (NE),129,Nebraska,0,0,0,0,0,Kerrey (NE),"KERREY, J. Robert","KERREY, J. Robert",-0.242,-0.057
58,mr kerry,105,John F.,Kerry,MA,D,Kerry (MA),130,Massachusetts,0,0,0,0,0,Kerry (MA),"KERRY, John Forbes","KERRY, John Forbes",-0.365,-0.367
59,mr kohl,105,Herbert,Kohl,WI,D,Kohl (WI),135,Wisconsin,0,0,0,0,0,Kohl (WI),"KOHL, Herbert H.","KOHL, Herbert H.",-0.275,-0.821
60,mr kyl,105,Jon,Kyl,AZ,R,Kyl (AZ),136,Arizona,0,0,0,0,0,Kyl (AZ),"KYL, Jon Llewellyn","KYL, Jon Llewellyn",0.579,-0.518
61,ms landrieu,105,Mary,Landrieu,LA,D,Landrieu (LA),137,Louisiana,0,0,0,0,1,Landrieu (LA),"LANDRIEU, Mary L.","LANDRIEU, Mary L.",-0.228,0.216
62,mr lautenberg,105,Frank,Lautenberg,NJ,D,Lautenberg (NJ),138,New Jersey,0,0,0,0,0,Lautenberg (NJ),"LAUTENBERG, Frank Raleigh","LAUTENBERG, Frank Raleigh",-0.391,-0.35
63,mr leahy,105,Edward L.,Leahy,VT,D,Leahy (VT),139,Vermont,0,1,0,0,0,Leahy (VT),"LEAHY, Patrick Joseph","LEAHY, Patrick Joseph",-0.309,-0.195
64,mr levin,105,Carl M.,Levin,MI,D,Levin (MI),142,Michigan,0,0,0,0,0,Levin (MI),"LEVIN, Carl","LEVIN, Carl",-0.378,-0.059
65,mr lieberman,105,Joseph,Lieberman,CT,D,Lieberman (CT),143,Connecticut,0,0,0,0,0,Lieberman (CT),"LIEBERMAN, Joseph I.","LIEBERMAN, Joseph I.",-0.19,-0.305
66,mr lott,105,Trent,Lott,MS,R,Lott (MS),145,Mississippi,0,0,0,0,0,Lott (MS),"LOTT, Chester Trent","LOTT, Chester Trent",0.408,0.034
67,mr lugar,105,Richard G.,Lugar,IN,R,Lugar (IN),146,Indiana,0,0,0,0,0,Lugar (IN),"LUGAR, Richard Green","LUGAR, Richard Green",0.277,-0.458
68,mr mack,105,Connie,Mack,FL,R,Mack (FL),147,Florida,0,0,0,0,0,Mack (FL),"MACK, Connie, III","MACK, Connie, III",0.371,-0.401
69,mr mccain,105,John,McCain,AZ,R,McCain (AZ),151,Arizona,0,1,0,0,0,McCain (AZ),"McCAIN, John Sidney, III","McCAIN, John Sidney, III",0.376,-0.927
70,mr mcconnell,105,Mitch,McConnell,KY,R,McConnell (KY),153,Kentucky,0,0,0,0,0,McConnell (KY),"McCONNELL, Addison Mitchell (Mitch)","McCONNELL, Addison Mitchell (Mitch)",0.448,0.203
71,ms mikulski,105,Barbara,Mikulski,MD,D,Mikulski (MD),156,Maryland,0,1,0,0,1,Mikulski (MD),"MIKULSKI, Barbara Ann","MIKULSKI, Barbara Ann",-0.348,-0.131
72,ms moseley-braun,105,Carol,Moseley-Braun,IL,D,Moseley-Braun (IL),159,Illinois,0,1,0,0,1,Moseley-Braun (IL),"MOSELEY BRAUN, Carol","MOSELEY BRAUN, Carol",-0.3,-0.46
73,mr moynihan,105,Daniel P.,Moynihan,NY,D,Moynihan (NY),160,New York,0,0,0,0,0,Moynihan (NY),"MOYNIHAN, Daniel Patrick","MOYNIHAN, Daniel Patrick",-0.234,-0.065
74,mr murkowski,105,Frank,Murkowski,AK,R,Murkowski (AK),161,Alaska,0,1,0,0,0,Murkowski (AK),"MURKOWSKI, Frank Hughes","MURKOWSKI, Frank Hughes",0.338,0.073
75,mrs murray,105,Patty,Murray,WA,D,Murray (WA),164,Washington,0,1,0,0,1,Murray (WA),"MURRAY, Patty","MURRAY, Patty",-0.332,-0.408
76,mr nickles,105,Don,Nickles,OK,R,Nickles (OK),167,Oklahoma,0,1,0,0,0,Nickles (OK),"NICKLES, Donald Lee","NICKLES, Donald Lee",0.569,-0.164
77,mr reed,105,Jack,Reed,RI,D,Reed (RI),177,Rhode Island,0,0,0,0,0,Reed (RI),"REED, John F. (Jack)","REED, John F. (Jack)",-0.425,-0.065
78,mr reid,105,Harry,Reid,NV,D,Reid (NV),178,Nevada,0,1,0,0,0,Reid (NV),"REID, Harry","REID, Harry",-0.248,0.324
79,mr robb,105,Charles,Robb,VA,D,Robb (VA),180,Virginia,0,0,0,0,0,Robb (VA),"ROBB, Charles Spittal","ROBB, Charles Spittal",-0.191,-0.103
80,mr roberts,105,Pat,Roberts,KS,R,Roberts (KS),181,Kansas,0,0,0,0,0,Roberts (KS),"ROBERTS, Charles Patrick (Pat)","ROBERTS, Charles Patrick (Pat)",0.364,-0.064
81,mr rockefeller,105,John D. IV,Rockefeller,WV,D,Rockefeller (WV),182,West Virginia,0,0,0,0,0,Rockefeller (WV),"ROCKEFELLER, John Davison IV (Jay)","ROCKEFELLER, John Davison IV (Jay)",-0.306,-0.002
82,mr roth,105,"William V., Jr.",Roth,DE,R,Roth (DE),183,Delaware,0,0,0,0,0,Roth (DE),"ROTH, William Victor, Jr.","ROTH, William Victor, Jr.",0.233,-0.405
83,mr santorum,105,Rick,Santorum,PA,R,Santorum (PA),187,Pennsylvania,0,0,0,0,0,Santorum (PA),"SANTORUM, Richard John (Rick)","SANTORUM, Richard John (Rick)",0.355,-0.32
84,mr sarbanes,105,Paul,Sarbanes,MD,D,Sarbanes (MD),188,Maryland,0,0,0,0,0,Sarbanes (MD),"SARBANES, Paul Spyros","SARBANES, Paul Spyros",-0.456,0.017
85,mr sessions,105,Jeff,Sessions,AL,R,Sessions (AL),192,Alabama,0,0,0,0,0,Sessions (AL),"SESSIONS, Jefferson Beauregard III (Jeff)","SESSIONS, Jefferson Beauregard III (Jeff)",0.582,0.231
86,mr shelby,105,Richard,Shelby,AL,R,Shelby (AL),194,Alabama,0,1,0,0,0,Shelby (AL),"SHELBY, Richard C.","SHELBY, Richard C.",0.416,0.511
87,mr smith of oregon,105,Gordon,Smith,OR,R,Smith (OR),197,Oregon,0,0,0,0,0,Smith (OR),"SMITH, Gordon Harold","SMITH, Gordon Harold",0.242,-0.215
88,mr smith of new hampshire,105,Robert C.,Smith,NH,R,Smith (NH),198,New Hampshire,0,0,0,0,0,Smith (NH),"SMITH, Robert C.","SMITH, Robert C.",0.715,-0.194
89,ms snowe,105,Olympia,Snowe,ME,R,Snowe (ME),199,Maine,0,0,0,0,1,Snowe (ME),"SNOWE, Olympia Jean","SNOWE, Olympia Jean",0.096,-0.705
90,mr specter,105,Arlen,Specter,PA,R,Specter (PA),200,Pennsylvania,0,1,0,0,0,Specter (PA),"SPECTER, Arlen","SPECTER, Arlen",-0.001,-0.68
91,mr stevens,105,Ted,Stevens,AK,R,Stevens (AK),202,Alaska,0,0,0,0,0,Stevens (AK),"STEVENS, Theodore Fulton (Ted)","STEVENS, Theodore Fulton (Ted)",0.226,-0.327
92,mr thomas,105,Craig,Thomas,WY,R,Thomas (WY),206,Wyoming,0,0,0,0,0,Thomas (WY),"THOMAS, Craig Lyle","THOMAS, Craig Lyle",0.452,-0.225
93,mr thompson,105,Fred,Thompson,TN,R,Thompson (TN),207,Tennessee,0,0,0,0,0,Thompson (TN),"THOMPSON, Fred Dalton","THOMPSON, Fred Dalton",0.423,-0.708
94,mr thurmond,105,Strom,Thurmond,SC,R,Thurmond (SC),209,South Carolina,0,0,0,0,0,Thurmond (SC),"THURMOND, James Strom","THURMOND, James Strom",0.407,0.177
95,mr torricelli,105,Robert,Torricelli,NJ,D,Torricelli (NJ),211,New Jersey,0,0,0,0,0,Torricelli (NJ),"TORRICELLI, Robert Guy","TORRICELLI, Robert Guy",-0.28,-0.151
96,mr warner,105,John,Warner,VA,R,Warner (VA),217,Virginia,0,0,0,0,0,Warner (VA),"WARNER, John William","WARNER, John William",0.299,-0.181
97,mr wellstone,105,Paul,Wellstone,MN,D,Wellstone (MN),221,Minnesota,0,0,0,0,0,Wellstone (MN),"WELLSTONE, Paul David","WELLSTONE, Paul David",-0.724,-0.673
98,mr wyden,105,Ron,Wyden,OR,D,Wyden (OR),224,Oregon,0,1,0,0,0,Wyden (OR),"WYDEN, Ronald Lee","WYDEN, Ronald Lee",-0.287,-0.526
0,mr abraham,106,Spencer,Abraham,MI,R,Abraham (MI),1,Michigan,0,1,0,0,0,Abraham (MI),"ABRAHAM, Spencer","ABRAHAM, Spencer",0.23,-0.188
1,mr akaka,106,Daniel,Akaka,HI,D,Akaka (HI),2,Hawaii,0,1,0,0,0,Akaka (HI),"AKAKA, Daniel Kahikina","AKAKA, Daniel Kahikina",-0.398,0.064
2,mr allard,106,Wayne,Allard,CO,R,Allard (CO),4,Colorado,0,0,0,0,0,Allard (CO),"ALLARD, A. Wayne","ALLARD, A. Wayne",0.594,-0.108
3,mr ashcroft,106,John,Ashcroft,MO,R,Ashcroft (MO),6,Missouri,0,1,0,0,0,Ashcroft (MO),"ASHCROFT, John David","ASHCROFT, John David",0.411,-0.204
4,mr baucus,106,Max,Baucus,MT,D,Baucus (MT),11,Montana,0,0,0,0,0,Baucus (MT),"BAUCUS, Max Sieben","BAUCUS, Max Sieben",-0.225,0.003
5,mr bayh,106,Evan,Bayh,IN,D,Bayh (IN),12,Indiana,0,0,0,0,0,Bayh (IN),"BAYH, Evan","BAYH, Evan",-0.235,0.006
6,mr bennett,106,Robert,Bennett,UT,R,Bennett (UT),15,Utah,0,0,0,0,0,Bennett (UT),"BENNETT, Robert","BENNETT, Robert",0.299,0.015
7,mr biden,106,"Joseph R., Jr.",Biden,DE,D,Biden (DE),16,Delaware,0,0,0,0,0,Biden (DE),"BIDEN, Joseph Robinette, Jr.","BIDEN, Joseph Robinette, Jr.",-0.244,-0.116
8,mr bingaman,106,Jeff,Bingaman,NM,D,Bingaman (NM),17,New Mexico,0,1,0,0,0,Bingaman (NM),"BINGAMAN, Jesse Francis, Jr. (Jeff)","BINGAMAN, Jesse Francis, Jr. (Jeff)",-0.22,0.104
9,mr bond,106,Kit,Bond,MO,R,Bond (MO),20,Missouri,0,0,0,0,0,Bond (MO),"BOND, Christopher Samuel (Kit)","BOND, Christopher Samuel (Kit)",0.346,-0.107
10,mrs boxer,106,Barbara,Boxer,CA,D,Boxer (CA),23,California,0,0,0,0,1,Boxer (CA),"BOXER, Barbara","BOXER, Barbara",-0.51,-0.428
11,mr breaux,106,John,Breaux,LA,D,Breaux (LA),25,Louisiana,0,0,0,0,0,Breaux (LA),"BREAUX, John Berlinger","BREAUX, John Berlinger",-0.149,0.855
12,mr brownback,106,Sam,Brownback,KS,R,Brownback (KS),29,Kansas,0,0,0,0,0,Brownback (KS),"BROWNBACK, Sam Dale","BROWNBACK, Sam Dale",0.449,-0.365
13,mr bryan,106,Richard,Bryan,NV,D,Bryan (NV),30,Nevada,1,0,0,0,0,Bryan (NV),"BRYAN, Richard H","BRYAN, Richard H",-0.282,0.063
14,mr bunning,106,Jim,Bunning,KY,R,Bunning (KY),32,Kentucky,0,0,0,0,0,Bunning (KY),"BUNNING, James Paul David","BUNNING, James Paul David",0.609,0.357
15,mr burns,106,Conrad,Burns,MT,R,Burns (MT),33,Montana,0,1,0,0,0,Burns (MT),"BURNS, Conrad","BURNS, Conrad",0.371,0.187
16,mr byrd,106,Robert C.,Byrd,WV,D,Byrd (WV),36,West Virginia,0,1,0,0,0,Byrd (WV),"BYRD, Robert Carlyle","BYRD, Robert Carlyle",-0.236,0.972
17,mr campbell,106,Ben Nighthorse,Campbell,CO,R,Campbell (CO),37,Colorado,0,0,0,0,0,Campbell (CO),"CAMPBELL, Ben Nighthorse","CAMPBELL, Ben Nighthorse",0.327,0.421
18,mr chafee,106,Lincoln D.,Chafee,RI,R,Chafee (RI),44,Rhode Island,0,0,0,0,0,Chafee (RI),"CHAFEE, John Hubbard","CHAFEE, John Hubbard",0.075,-0.861
19,mr cleland,106,Max,Cleland,GA,D,Cleland (GA),47,Georgia,0,0,0,0,0,Cleland (GA),"CLELAND, Joseph Maxwell (Max)","CLELAND, Joseph Maxwell (Max)",-0.247,0.147
20,mr cochran,106,Thad,Cochran,MS,R,Cochran (MS),51,Mississippi,0,0,0,0,0,Cochran (MS),"COCHRAN, William Thad","COCHRAN, William Thad",0.359,0.151
21,ms collins,106,Susan,Collins,ME,R,Collins (ME),54,Maine,0,0,0,0,1,Collins (ME),"COLLINS, Susan Margaret","COLLINS, Susan Margaret",0.135,-0.741
22,mr conrad,106,Kent,Conrad,ND,D,Conrad (ND),55,North Dakota,0,1,0,0,0,Conrad (ND),"CONRAD, Kent","CONRAD, Kent",-0.279,0.577
23,mr coverdell,106,Paul,Coverdell,GA,R,Coverdell (GA),60,Georgia,0,0,0,0,0,Coverdell (GA),"COVERDELL, Paul","COVERDELL, Paul",0.441,0.118
24,mr craig,106,Larry E.,Craig,ID,R,Craig (ID),62,Idaho,0,0,0,0,0,Craig (ID),"CRAIG, Larry Edwin","CRAIG, Larry Edwin",0.497,0.127
25,mr crapo,106,Mike,Crapo,ID,R,Crapo (ID),63,Idaho,0,0,0,0,0,Crapo (ID),"CRAPO, Michael Dean","CRAPO, Michael Dean",0.458,0.05
26,mr daschle,106,Tom,Daschle,SD,D,Daschle (SD),66,South Dakota,0,0,0,0,0,Daschle (SD),"DASCHLE, Thomas Andrew","DASCHLE, Thomas Andrew",-0.336,0.297
27,mr dewine,106,Mike,DeWine,OH,R,DeWine (OH),69,Ohio,0,1,0,0,0,DeWine (OH),"DeWINE, Michael","DeWINE, Michael",0.237,-0.381
28,mr dodd,106,Christopher J.,Dodd,CT,D,Dodd (CT),70,Connecticut,0,0,0,0,0,Dodd (CT),"DODD, Christopher John","DODD, Christopher John",-0.298,-0.36
29,mr domenici,106,Pete V.,Domenici,NM,R,Domenici (NM),73,New Mexico,0,0,0,0,0,Domenici (NM),"DOMENICI, Pete Vichi","DOMENICI, Pete Vichi",0.292,-0.022
30,mr dorgan,106,Byron L.,Dorgan,ND,D,Dorgan (ND),75,North Dakota,0,0,0,0,0,Dorgan (ND),"DORGAN, Byron Leslie","DORGAN, Byron Leslie",-0.329,0.47
31,mr durbin,106,Richard,Durbin,IL,D,Durbin (IL),76,Illinois,0,0,0,0,0,Durbin (IL),"DURBIN, Richard Joseph","DURBIN, Richard Joseph",-0.391,-0.255
32,mr edwards,106,John,Edwards,NC,D,Edwards (NC),77,North Carolina,0,0,0,0,0,Edwards (NC),"EDWARDS, John","EDWARDS, John",-0.297,0.204
33,mr enzi,106,Michael,Enzi,WY,R,Enzi (WY),79,Wyoming,0,0,0,0,0,Enzi (WY),"ENZI, Michael B.","ENZI, Michael B.",0.558,-0.026
34,mr feingold,106,Russell,Feingold,WI,D,Feingold (WI),82,Wisconsin,0,0,0,0,0,Feingold (WI),"FEINGOLD, Russell Dana","FEINGOLD, Russell Dana",-0.405,-0.914
35,mrs feinstein,106,Dianne,Feinstein,CA,D,Feinstein (CA),83,California,0,1,0,0,1,Feinstein (CA),"FEINSTEIN, Dianne","FEINSTEIN, Dianne",-0.233,-0.141
36,mr fitzgerald,106,Peter,Fitzgerald,IL,R,Fitzgerald (IL),85,Illinois,0,0,0,0,0,Fitzgerald (IL),"FITZGERALD, Peter G.","FITZGERALD, Peter G.",0.285,-0.876
37,mr frist,106,Bill,Frist,TN,R,Frist (TN),90,Tennessee,0,1,0,0,0,Frist (TN),"FRIST, William H.","FRIST, William H.",0.35,-0.171
38,mr gorton,106,Slade,Gorton,WA,R,Gorton (WA),94,Washington,0,1,0,0,0,Gorton (WA),"GORTON, Thomas Slade, III (Slade)","GORTON, Thomas Slade, III (Slade)",0.293,-0.406
39,mr graham,106,Bob,Graham,FL,D,Graham (FL),95,Florida,0,0,0,0,0,Graham (FL),"GRAHAM, Daniel Robert (Bob)","GRAHAM, Daniel Robert (Bob)",-0.254,-0.461
40,mr gramm,106,Phil,Gramm,TX,R,Gramm (TX),97,Texas,0,0,0,0,0,Gramm (TX),"GRAMM, William Philip (Phil)","GRAMM, William Philip (Phil)",0.614,-0.203
41,mr grams,106,Rod,Grams,MN,R,Grams (MN),98,Minnesota,0,1,0,0,0,Grams (MN),"GRAMS, Rod","GRAMS, Rod",0.466,-0.239
42,mr grassley,106,Charles E.,Grassley,IA,R,Grassley (IA),99,Iowa,0,0,0,0,0,Grassley (IA),"GRASSLEY, Charles Ernest","GRASSLEY, Charles Ernest",0.335,0.052
43,mr gregg,106,Judd,Gregg,NH,R,Gregg (NH),100,New Hampshire,0,0,0,0,0,Gregg (NH),"GREGG, Judd Alan","GREGG, Judd Alan",0.422,-0.672
44,mr hagel,106,Chuck,Hagel,NE,R,Hagel (NE),102,Nebraska,0,0,0,0,0,Hagel (NE),"HAGEL, Charles Timothy (Chuck)","HAGEL, Charles Timothy (Chuck)",0.366,-0.396
45,mr harkin,106,Tom,Harkin,IA,D,Harkin (IA),103,Iowa,0,0,0,0,0,Harkin (IA),"HARKIN, Thomas Richard (Tom)","HARKIN, Thomas Richard (Tom)",-0.459,-0.289
46,mr hatch,106,Orrin G.,Hatch,UT,R,Hatch (UT),104,Utah,0,1,0,0,0,Hatch (UT),"HATCH, Orrin Grant","HATCH, Orrin Grant",0.295,0.091
47,mr helms,106,Jesse,Helms,NC,R,Helms (NC),110,North Carolina,0,0,0,0,0,Helms (NC),"HELMS, Jesse","HELMS, Jesse",0.701,0.713
48,mr hollings,106,Ernest F.,Hollings,SC,D,Hollings (SC),113,South Carolina,0,0,0,0,0,Hollings (SC),"HOLLINGS, Ernest Frederick","HOLLINGS, Ernest Frederick",-0.375,0.927
49,mr hutchinson,106,Tim,Hutchinson,AR,R,Hutchinson (AR),114,Arkansas,0,0,0,0,0,Hutchinson (AR),"HUTCHINSON, Timothy","HUTCHINSON, Timothy",0.458,-0.13
50,mrs hutchison,106,Kathryn Ann Bailey,Hutchison,TX,R,Hutchison (TX),115,Texas,0,1,0,0,1,Hutchison (TX),"HUTCHISON, Kathryn Ann Bailey (Kay)","HUTCHISON, Kathryn Ann Bailey (Kay)",0.338,0.032
51,mr inhofe,106,James,Inhofe,OK,R,Inhofe (OK),116,Oklahoma,0,0,0,0,0,Inhofe (OK),"INHOFE, James Mountain","INHOFE, James Mountain",0.685,0.306
52,mr inouye,106,Daniel K.,Inouye,HI,D,Inouye (HI),117,Hawaii,0,0,0,0,0,Inouye (HI),"INOUYE, Daniel Ken","INOUYE, Daniel Ken",-0.307,0.348
53,mr johnson,106,Tim,Johnson,SD,D,Johnson (SD),122,South Dakota,0,0,0,0,0,Johnson (SD),"JOHNSON, Timothy Peter (Tim)","JOHNSON, Timothy Peter (Tim)",-0.273,0.214
54,mr kennedy,106,Edward M.,Kennedy,MA,D,Kennedy (MA),128,Massachusetts,0,1,0,0,0,Kennedy (MA),"KENNEDY, Edward Moore (Ted)","KENNEDY, Edward Moore (Ted)",-0.398,-0.275
55,mr kerrey,106,Bob,Kerrey,NE,D,Kerrey (NE),129,Nebraska,1,0,0,0,0,Kerrey (NE),"KERREY, J. Robert","KERREY, J. Robert",-0.198,-0.056
56,mr kerry,106,John F.,Kerry,MA,D,Kerry (MA),130,Massachusetts,0,0,0,0,0,Kerry (MA),"KERRY, John Forbes","KERRY, John Forbes",-0.312,-0.255
57,mr kohl,106,Herbert,Kohl,WI,D,Kohl (WI),135,Wisconsin,0,1,0,0,0,Kohl (WI),"KOHL, Herbert H.","KOHL, Herbert H.",-0.281,-0.369
58,mr kyl,106,Jon,Kyl,AZ,R,Kyl (AZ),136,Arizona,0,1,0,0,0,Kyl (AZ),"KYL, Jon Llewellyn","KYL, Jon Llewellyn",0.507,-0.659
59,ms landrieu,106,Mary,Landrieu,LA,D,Landrieu (LA),137,Louisiana,0,0,0,0,1,Landrieu (LA),"LANDRIEU, Mary L.","LANDRIEU, Mary L.",-0.209,0.441
60,mr lautenberg,106,Frank,Lautenberg,NJ,D,Lautenberg (NJ),138,New Jersey,1,0,0,0,0,Lautenberg (NJ),"LAUTENBERG, Frank Raleigh","LAUTENBERG, Frank Raleigh",-0.435,-0.449
61,mr leahy,106,Edward L.,Leahy,VT,D,Leahy (VT),139,Vermont,0,0,0,0,0,Leahy (VT),"LEAHY, Patrick Joseph","LEAHY, Patrick Joseph",-0.348,-0.19
62,mr levin,106,Carl M.,Levin,MI,D,Levin (MI),142,Michigan,0,0,0,0,0,Levin (MI),"LEVIN, Carl","LEVIN, Carl",-0.402,0.055
63,mr lieberman,106,Joseph,Lieberman,CT,D,Lieberman (CT),143,Connecticut,0,1,0,0,0,Lieberman (CT),"LIEBERMAN, Joseph I.","LIEBERMAN, Joseph I.",-0.22,-0.378
64,mrs lincoln,106,Blanche L.,Lincoln,AR,D,Lincoln (AR),144,Arkansas,0,0,0,0,1,Lincoln (AR),"LINCOLN, Blanche Lambert","LINCOLN, Blanche Lambert",-0.185,0.231
65,mr lott,106,Trent,Lott,MS,R,Lott (MS),145,Mississippi,0,1,0,0,0,Lott (MS),"LOTT, Chester Trent","LOTT, Chester Trent",0.424,0.067
66,mr lugar,106,Richard G.,Lugar,IN,R,Lugar (IN),146,Indiana,0,1,0,0,0,Lugar (IN),"LUGAR, Richard Green","LUGAR, Richard Green",0.242,-0.438
67,mr mack,106,Connie,Mack,FL,R,Mack (FL),147,Florida,1,0,0,0,0,Mack (FL),"MACK, Connie, III","MACK, Connie, III",0.41,-0.377
68,mr mccain,106,John,McCain,AZ,R,McCain (AZ),151,Arizona,0,0,0,0,0,McCain (AZ),"McCAIN, John Sidney, III","McCAIN, John Sidney, III",0.347,-0.938
69,mr mcconnell,106,Mitch,McConnell,KY,R,McConnell (KY),153,Kentucky,0,0,0,0,0,McConnell (KY),"McCONNELL, Addison Mitchell (Mitch)","McCONNELL, Addison Mitchell (Mitch)",0.399,0.119
70,ms mikulski,106,Barbara,Mikulski,MD,D,Mikulski (MD),156,Maryland,0,0,0,0,1,Mikulski (MD),"MIKULSKI, Barbara Ann","MIKULSKI, Barbara Ann",-0.43,0.0
71,mr miller,106,Zell B.,Miller,GA,D,Miller (GA),157,Georgia,0,0,0,0,0,Miller (GA),"MILLER, Zell Bryan","MILLER, Zell Bryan",0.028,0.347
72,mr moynihan,106,Daniel P.,Moynihan,NY,D,Moynihan (NY),160,New York,1,0,0,0,0,Moynihan (NY),"MOYNIHAN, Daniel Patrick","MOYNIHAN, Daniel Patrick",-0.255,-0.299
73,mr murkowski,106,Frank,Murkowski,AK,R,Murkowski (AK),161,Alaska,0,0,0,0,0,Murkowski (AK),"MURKOWSKI, Frank Hughes","MURKOWSKI, Frank Hughes",0.416,0.029
74,mrs murray,106,Patty,Murray,WA,D,Murray (WA),164,Washington,0,0,0,0,1,Murray (WA),"MURRAY, Patty","MURRAY, Patty",-0.332,-0.16
75,mr nickles,106,Don,Nickles,OK,R,Nickles (OK),167,Oklahoma,0,0,0,0,0,Nickles (OK),"NICKLES, Donald Lee","NICKLES, Donald Lee",0.552,-0.481
76,mr reed,106,Jack,Reed,RI,D,Reed (RI),177,Rhode Island,0,0,0,0,0,Reed (RI),"REED, John F. (Jack)","REED, John F. (Jack)",-0.444,-0.245
77,mr reid,106,Harry,Reid,NV,D,Reid (NV),178,Nevada,0,0,0,0,0,Reid (NV),"REID, Harry","REID, Harry",-0.359,0.521
78,mr robb,106,Charles,Robb,VA,D,Robb (VA),180,Virginia,0,1,0,0,0,Robb (VA),"ROBB, Charles Spittal","ROBB, Charles Spittal",-0.25,-0.103
79,mr roberts,106,Pat,Roberts,KS,R,Roberts (KS),181,Kansas,0,0,0,0,0,Roberts (KS),"ROBERTS, Charles Patrick (Pat)","ROBERTS, Charles Patrick (Pat)",0.376,0.006
80,mr rockfeller,106,John D. IV,Rockefeller,WV,D,Rockefeller (WV),182,West Virginia,0,0,0,0,0,Rockefeller (WV),"ROCKEFELLER, John Davison IV (Jay)","ROCKEFELLER, John Davison IV (Jay)",-0.347,0.159
81,mr roth,106,"William V., Jr.",Roth,DE,R,Roth (DE),183,Delaware,0,1,0,0,0,Roth (DE),"ROTH, William Victor, Jr.","ROTH, William Victor, Jr.",0.208,-0.622
